place,rating,nickname,review,visited
이마트 광주점,5,의인,굳,2020.09.10
이마트 광주점,5,정명숙,.,2020.09.10
이마트 광주점,5,sl0****,노브랜드 생수 싸서 좋아요,2020.09.10
이마트 광주점,4,동동,굿,2020.09.10
이마트 광주점,5,sds****,굿&!·,2020.09.09
이마트 광주점,5,vli****,ㄱ,2020.09.09
이마트 광주점,5,psj****,요슥이랑광어콛ㅍㅇ뜡,2020.09.09
롯데마트 광주수완점,5,qkr****,좋아요,2020.09.24
롯데마트 광주수완점,5,zoh****,친절해요,2020.09.24
롯데마트 광주수완점,3,Sieun,좋아요,2020.09.24
롯데마트 광주수완점,5,니나노난,친절하고 아주좋아요 자주애용할게요~~~,2020.09.24
롯데마트 광주수완점,2,안녕,마트,2020.09.22
롯데마트 광주수완점,4.5,rds1500,좋아요,2020.09.22
롯데마트 광주수완점,5,푸른 은하수,좋아요,2020.09.22
롯데마트 광주수완점,4,하이용,음...,2020.09.22
롯데마트 광주수완점,2,하이용,...,2020.09.22
롯데마트 광주수완점,4,197****,좋아요,2020.09.22
롯데마트 광주수완점,5,여행품,크림파스타 소스 1개 천원먹을만해요~,2020.09.21
롯데마트 광주수완점,4.5,man****,좋아요,2020.09.21
롯데마트 광주수완점,3.5,라봉,굿,2020.09.21
롯데마트 광주수완점,4,쿵짱,만두맛있어요~,2020.09.21
롯데마트 광주수완점,5,토동,과자,2020.09.20
롯데마트 광주수완점,5,밍,좋아요,2020.09.20
롯데마트 광주수완점,4,xungxun,넓어서 좋아요,2020.09.20
롯데마트 광주수완점,5,원더풀씽,좋았습니다,2020.09.20
롯데마트 광주수완점,5,토동,봉투,2020.09.20
롯데마트 광주수완점,5,밍,좋아요,2020.09.20
롯데마트 광주수완점,3,green앨리,일본거라 사기 싫지만 가끔 아주아주 싼 떨이같은 물건중에 괜찮은건 사옵니다.,2020.09.20
롯데마트 광주수완점,5,유유,좋아요,2020.09.20
롯데마트 광주수완점,5,yuj****,세일 많이하네요,2020.09.20
롯데마트 광주수완점,4.5,가면이,편해요~,2020.09.20
롯데마트 광주수완점,2.5,tnt****,생강을 좋아해서 샀는데 전에 먹던거랑 다르네오.,2020.09.19
롯데마트 광주수완점,4,포돌스키,굿,2020.09.19
롯데마트 광주수완점,5,tnt****,추선선물은 롯데마트에서~,2020.09.19
롯데마트 광주수완점,5,tnt****,추석선물로 실속있게 사조제품으로 준비했어요~~친절하게 안내해주셨어요~~,2020.09.19
롯데마트 광주수완점,4.5,도토로뽕맘,.,2020.09.19
롯데마트 광주수완점,3.5,녹차꽃,20%할인 중,2020.09.19
롯데마트 광주수완점,4,안녕,마트 사랑해,2020.09.19
롯데마트 광주수완점,4,헤헤,굿,2020.09.19
롯데마트 광주수완점,3.5,꽃미똥,좋아요,2020.09.19
롯데마트 광주수완점,5,JJooooo,재미,2020.09.19
롯데마트 광주수완점,5,묘니,바삭바삭,2020.09.19
롯데마트 광주수완점,5,공손남,만족합니다 좋아요아주,2020.09.19
롯데마트 광주수완점,5,smj****,감사합니다,2020.09.18
롯데마트 광주수완점,4,son****,저녁에 가면 회나 포장음식 할인해서 좋아요.남편이 곱창은 냄새난다고 먹다 버렸네요.오랜만에 곰표밀맥주 들어와서 8개를 집어왔지요,2020.09.18
롯데마트 광주수완점,3.5,여름이,좋아요,2020.09.18
롯데마트 광주수완점,4.5,kkd****,좋아요,2020.09.17
롯데마트 광주수완점,4.5,par****,좋아요,2020.09.17
롯데마트 광주수완점,3.5,cns****,유니클로 브라 좋네,2020.09.17
롯데마트 광주수완점,4.5,cns****,싸고 좋아요,2020.09.17
롯데마트 광주수완점,4,레몬,닭강정 매콤하니 맛있어요,2020.09.17
롯데마트 광주수완점,5,Rani,편리해용~~,2020.09.17
롯데마트 광주수완점,4,콩콩이,좋아요.,2020.09.16
롯데마트 광주수완점,4,호롤롤로,좋아요~^^,2020.09.15
롯데마트 광주수완점,4,꽃미똥,좋아요,2020.09.15
롯데마트 광주수완점,3,마시멜로,가까운 곳이라 방문했어요,2020.09.15
롯데마트 광주수완점,4.5,흑옥,사람많은 롯데마트,2020.09.15
롯데마트 광주수완점,5,한얼한결,좋아요,2020.09.14
롯데마트 광주수완점,5,날아라이쥐,집잎이라 가까워서 좋아요,2020.09.14
롯데마트 광주수완점,4.5,did****,자주가요,2020.09.14
롯데마트 광주수완점,5,som****,굿,2020.09.14
롯데마트 광주수완점,3,홍,오,2020.09.13
롯데마트 광주수완점,5,빡혜,조아요,2020.09.12
롯데마트 광주수완점,5,cns****,싸고 좋아요 ..포트메리온,2020.09.12
롯데마트 광주수완점,5,yuj****,거봉싱싱해서좋아요!!!,2020.09.12
롯데마트 광주수완점,5,ffan,장은 롯데마트에서 봐야 제맛이제~,2020.09.12
롯데마트 광주수완점,4,엔젤리,롯데마트 편해요,2020.09.12
롯데마트 광주수완점,4,coo****,즐거운  쇼핑~~,2020.09.12
롯데마트 광주수완점,4,did****,편리해요,2020.09.11
롯데마트 광주수완점,3,green앨리,주차비를 왜 받는지 모르겠어요.,2020.09.10
롯데마트 광주수완점,3.5,hah****,좋아요,2020.09.10
롯데마트 광주수완점,3.5,hhj****,신선해요,2020.09.09
롯데마트 광주수완점,5,smj****,감사합니다,2020.09.09
롯데마트 광주수완점,4,펭귄,수완지구 중심마트~여러가지 쇼핑 한번에 즐길수 있어 좋아요^^,2020.09.09
롯데마트 광주수완점,3.5,gyf****,시계 약 갈았어요^^,2020.09.08
롯데마트 광주수완점,5,Meene,여기는 올때마다 친절하다,2020.09.08
롯데마트 광주수완점,5,쎌쎌,굿그굿그굿드굿드굿굿,2020.09.07
롯데마트 광주수완점,5,복덩어리,좋아요,2020.09.07
롯데마트 광주수완점,4.5,dyd****,롯마,2020.09.07
롯데마트 광주수완점,4.5,smj****,감사합니다~,2020.09.07
롯데마트 광주수완점,5,임효진,#주말#장보기,2020.09.06
롯데마트 광주수완점,4,han****,좋아요,2020.09.06
롯데마트 광주수완점,4,허접기사,쇼핑하기 좋음♡,2020.09.06
롯데마트 광주수완점,3.5,킁뉴,8,2020.09.06
롯데마트 광주수완점,4,나탈리아,굿,2020.09.05
롯데마트 광주수완점,2,해피바이러스80,안가야 하는데 갔어요ㅜㄴ,2020.09.05
롯데마트 광주수완점,5,솔리테어,맛있어요,2020.09.05
롯데마트 광주수완점,4.5,jsm****,#광주 롯데마트 수완점 와인이 많이 있어요!!,2020.09.05
롯데마트 광주수완점,5,hun****,굿,2020.09.05
롯데마트 광주수완점,4.5,썬,닭강정3가지종류맛봤어여^^,2020.09.04
롯데마트 광주수완점,5,lbr****,굿 넓고 물건많고 구경할것도많고 좋아요👍,2020.09.04
롯데마트 광주수완점,0.5,Kkk,주차비비쌈,2020.09.04
롯데마트 광주수완점,0.5,Kkk,주차비 너무 아갑네요44분 있고 이천원...,2020.09.04
롯데마트 광주수완점,3.5,여름이,만족,2020.09.04
롯데마트 광주수완점,4,green앨리,주차비를 받아서 살짝 기분 나쁘지만 쇼핑 인프라가 좋음,2020.09.03
롯데마트 광주수완점,4.5,열심,역시 쌀떡국!,2020.09.03
롯데마트 광주수완점,4,묵향,집에서 가까워서 필요한 물건 사러 가요,2020.09.03
롯데마트 광주수완점,4,눈누난나,쏘쏘,2020.09.03
롯데마트 광주수완점,5,rkd****,수완롯데마트가 제일 좋음,2020.09.02
롯데마트 광주수완점,5,튼튼이,친절합니다,2020.09.02
롯데마트 광주수완점,4,roo****,좋아요,2020.09.02
롯데마트 광주수완점,4,roo****,좋아요,2020.09.02
롯데마트 광주수완점,2.5,green앨리,주차비만 안받으면 좋겠음,2020.09.01
롯데마트 광주수완점,1.5,green앨리,주차비 최악!,2020.09.01
롯데마트 광주수완점,4.5,흑옥,크고 사람도 많은 롯데마트 광주 수완점,2020.09.01
롯데마트 광주수완점,5,par****,좋아요,2020.08.31
롯데마트 광주수완점,4.5,you****,만족합니다. 좋아요.,2020.08.31
롯데마트 월드컵점,4.5,par****,좋아요,2020.09.24
롯데마트 월드컵점,5,레인보우,볼게 많아여,2020.09.23
롯데마트 월드컵점,5,suk****,물건이 많고 다양해서 만족,2020.09.23
롯데마트 월드컵점,4,css****,ㅇ,2020.09.23
롯데마트 월드컵점,5,슬구,할인도 많이하고 좋아요,2020.09.22
롯데마트 월드컵점,5,god****,쵝오!!,2020.09.21
롯데마트 월드컵점,4.5,geroNIMO,굿,2020.09.21
롯데마트 월드컵점,4,hen****,친절합니다,2020.09.21
롯데마트 월드컵점,3.5,hen****,친절해요,2020.09.21
롯데마트 월드컵점,5,항아,할인상품이 많아서 좋아요.,2020.09.21
롯데마트 월드컵점,5,항아,편리하고 좋아요. ㅎㅎㅎ,2020.09.21
롯데마트 월드컵점,3.5,럽윤시맘,온라인은할인이되는데오프라인은할인이없어서....,2020.09.21
롯데마트 월드컵점,5,par****,좋아요,2020.09.21
롯데마트 월드컵점,5,서현주,좋아요,2020.09.21
롯데마트 월드컵점,5,서현주,좋아요,2020.09.21
롯데마트 월드컵점,5,서현주,좋아요,2020.09.21
롯데마트 월드컵점,5,우아한쏘드,아울렛에 붙어있어 좋아요,2020.09.20
롯데마트 월드컵점,5,오드리햅번,^^,2020.09.20
롯데마트 월드컵점,5,다잘될꼬야,상품이 많아서 좋아요,2020.09.20
롯데마트 월드컵점,4,go6****,짱,2020.09.20
롯데마트 월드컵점,3,mis****,좋아요,2020.09.20
롯데마트 월드컵점,4,css****,ㅇ,2020.09.20
롯데마트 월드컵점,5,오드리햅번,좋아요,2020.09.19
롯데마트 월드컵점,4,라니,롯마는 좋은곳이예용ㅋㅋ,2020.09.19
롯데마트 월드컵점,5,dre****,좋아요,2020.09.19
롯데마트 월드컵점,5,cmc****,좋아요,2020.09.19
롯데마트 월드컵점,5,ChoA,물건 다양하고 좋아요. 항상 이용하는 마트 ^^,2020.09.19
롯데마트 월드컵점,4,gok****,교통이편리함,2020.09.19
롯데마트 월드컵점,5,써니,롯데마트 3층에 있어요!넓고 깨끗하고 커피도맛있고 너무 좋아요~사장님도 친절하시공~ 부담없이 차마실수있는거 같아용~~^^,2020.09.19
롯데마트 월드컵점,3.5,I블리,물건들이 많고 다양하다,2020.09.18
롯데마트 월드컵점,4,go6****,짱짜,2020.09.18
롯데마트 월드컵점,4,hs5****,좋아요,2020.09.18
롯데마트 월드컵점,3.5,Popopopo,좋아요,2020.09.18
롯데마트 월드컵점,4,dre****,친절해요,2020.09.18
롯데마트 월드컵점,5,cmc****,좋아요,2020.09.18
롯데마트 월드컵점,4.5,kshsu,오전10시에 갔는데 물건이 다 차있지않더라구요,2020.09.18
롯데마트 월드컵점,4.5,kjb****,복잡함,2020.09.17
롯데마트 월드컵점,4.5,geroNIMO,굿,2020.09.17
롯데마트 월드컵점,4,참꽃나라,가까워서 조아요,2020.09.17
롯데마트 월드컵점,5,bbs****,굿,2020.09.16
롯데마트 월드컵점,4.5,geroNIMO,굿,2020.09.16
롯데마트 월드컵점,4.5,김수진,깔끔하네요 !,2020.09.16
롯데마트 월드컵점,5,이하나,좋아요,2020.09.15
롯데마트 월드컵점,5,슬구,집근처라 항상 잘다녀요 이용하기 편리해요,2020.09.15
롯데마트 월드컵점,4,초코에몽,굿,2020.09.15
롯데마트 월드컵점,4,css****,ㅇ,2020.09.15
롯데마트 월드컵점,3,mis****,좋아요,2020.09.15
롯데마트 월드컵점,4,시나공,가까워서 와요,2020.09.14
롯데마트 월드컵점,4,마리아나,좋아요,2020.09.14
롯데마트 월드컵점,4,bea****,좋아요,2020.09.14
롯데마트 월드컵점,5,hyu****,좋아요,2020.09.14
롯데마트 월드컵점,4,css****,ㅇ,2020.09.14
롯데마트 월드컵점,5,cmc****,좋아요,2020.09.14
롯데마트 월드컵점,4.5,091****,좋아요,2020.09.13
롯데마트 월드컵점,5,hyu****,좋아요,2020.09.13
롯데마트 월드컵점,5,우아한쏘드,매장이 엄청 넓어요,2020.09.12
롯데마트 월드컵점,2.5,sky****,ㅎ,2020.09.12
롯데마트 월드컵점,5,우끼끼꼬꼬꼬,좋아요,2020.09.12
롯데마트 월드컵점,4,라니,좋아용,2020.09.12
롯데마트 월드컵점,3,gh1****,사람이 너무 많고 번잡스러워요..,2020.09.12
롯데마트 월드컵점,5,hyu****,좋아요,2020.09.12
롯데마트 월드컵점,5,hyu****,좋아요,2020.09.12
롯데마트 월드컵점,5,qwy****,완료,2020.09.12
롯데마트 월드컵점,5,hyu****,좋아요,2020.09.12
롯데마트 월드컵점,4,진선미,좋아요,2020.09.12
롯데마트 월드컵점,4.5,091****,좋아요,2020.09.12
롯데마트 월드컵점,3,mis****,좋아요,2020.09.12
롯데마트 월드컵점,4.5,geroNIMO,굿,2020.09.12
롯데마트 월드컵점,5,홧팅,좋아요,2020.09.12
롯데마트 월드컵점,4,라니,됴아영ㅋ,2020.09.11
롯데마트 월드컵점,5,csy****,굿 굿 굿 굿 굿 입니다ㅋ,2020.09.11
롯데마트 월드컵점,3,rrm****,가까운마트,2020.09.10
롯데마트 월드컵점,5,은도리,좋아요,2020.09.10
롯데마트 월드컵점,5,csy****,너무 너무 너무 좋아요ㅎ,2020.09.10
롯데마트 월드컵점,4,I블리,물건이 많아서 좋다,2020.09.10
롯데마트 월드컵점,3,rrm****,방문인증,2020.09.10
롯데마트 월드컵점,4.5,par****,좋아요,2020.09.10
롯데마트 월드컵점,4,I블리,물건 종류가 많아서 좋아요,2020.09.09
롯데마트 월드컵점,4.5,hen****,친절합니다,2020.09.09
롯데마트 월드컵점,5,yan****,토이저러스 좋아요,2020.09.09
롯데마트 월드컵점,3.5,css****,ㅇ,2020.09.09
롯데마트 월드컵점,3,봄바람,좋아요,2020.09.08
롯데마트 월드컵점,4,css****,ㅇㅇ,2020.09.08
롯데마트 월드컵점,4.5,수빈우형은빈,편해요.,2020.09.08
롯데마트 월드컵점,4.5,오드리햅번,"즐겨가는 마트,좋은제품이 많아요",2020.09.08
롯데마트 월드컵점,4,샘물,원하는 물건이 다 있는 곳,2020.09.08
롯데마트 월드컵점,4,샘물,고등어  샀어요,2020.09.08
롯데마트 월드컵점,5,cmc****,좋아요,2020.09.08
롯데마트 월드컵점,5,pai****,전체적으로 만족합니다,2020.09.07
롯데마트 월드컵점,5,쨔옹,👌🏻,2020.09.07
롯데마트 월드컵점,5,jin****,롯데마트 물건 종류가 다양해서 좋아요,2020.09.06
롯데마트 월드컵점,5,joey1001,넓고 물건많아서 편리,2020.09.06
롯데마트 월드컵점,5,둥글레차,꼬익꼬익,2020.09.06
롯데마트 월드컵점,5,둥글레차,플렉스~,2020.09.06
롯데마트 월드컵점,3,has****,조아요,2020.09.06
롯데마트 월드컵점,5,geroNIMO,굿,2020.09.06
롯데마트 월드컵점,5,전갈사랑,친절하시고. 빨리나오네요,2020.09.06
롯데마트 월드컵점,3,포산열매,좋아요,2020.09.05
롯데마트 월드컵점,5,hyu****,좋아요,2020.09.05
롯데마트 월드컵점,5,yoh****,좋아요,2020.09.05
롯데마트 첨단점,4,rub****,가까워좋아용,2020.09.24
롯데마트 첨단점,4,패닉에빠진 나,친절하세요,2020.09.24
롯데마트 첨단점,3,Sieun,명절  선물최고,2020.09.24
롯데마트 첨단점,3,Sieun,필요한물건 좋아요,2020.09.23
롯데마트 첨단점,4,귀하신몸,:-),2020.09.23
롯데마트 첨단점,4.5,꼬질꼬질,군것질쇼핑,2020.09.23
롯데마트 첨단점,5,rnd****,자주 방문해요,2020.09.23
롯데마트 첨단점,5,솔리테어,좋아요,2020.09.23
롯데마트 첨단점,4.5,gkq****,제품도 싸고 매우 좋아요,2020.09.23
롯데마트 첨단점,4,rub****,명절선물사러 갓음,2020.09.22
롯데마트 첨단점,5,다이노소어야,서비스도 좋아요,2020.09.22
롯데마트 첨단점,4,귀하신몸,:-),2020.09.22
롯데마트 첨단점,3,레아,굳,2020.09.22
롯데마트 첨단점,4.5,옹,행사 상품도 많고 늦은 시간까지 영업해서 편해요!,2020.09.21
롯데마트 첨단점,4,na7****,친절해요,2020.09.21
롯데마트 첨단점,5,qkr****,좋아요!,2020.09.21
롯데마트 첨단점,3.5,cyb****,좋아요,2020.09.20
롯데마트 첨단점,5,비상,좋아요,2020.09.20
롯데마트 첨단점,3,김성희,코로나코로나해도 사람 진짜 많아요 ㅠ,2020.09.20
롯데마트 첨단점,5,미병이,넓고 쾌적해요,2020.09.20
롯데마트 첨단점,4,귀하신몸,:-),2020.09.20
