place,phone,address,hour,url
신라스테이 울산,052-901-9000,울산 남구 삼산로 200,NaN,http://www.shillastay.com/ulsan
스타즈호텔 울산,052-922-4000,울산 남구 남중로 65,NaN,http://www.stazhotelulsan.com
들살이오토캠핑장,010-4841-9822,울산 울주군 상북면 배내로 1064-4,매일00:00-24:00,http://cafe.naver.com/deulsalicamping
롯데마트 울산점,052-228-2500,울산 남구 삼산로 74,매일10:00-23:00,http://company.lottemart.com/ulsan.mart
코스트코코리아 울산점,1899-9900,울산 북구 진장유통로 78-12,매일10:00-22:00,https://www.costco.co.kr/store-finder
홈플러스 울산점,052-290-8000,울산 중구 번영로 475 홈플러스울산점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0023&ind=HOMEPLUS
이마트 울산점,052-220-1234,울산 남구 남중로 48 울산점E-MART 울산 E-MART,일요일10:00-23:00,http://emart.com
롯데마트 진장점,052-240-2500,울산 북구 진장유통로 64,매일10:00-23:00,http://company.lottemart.com/jinjang.mart
홈플러스 울산남구점,052-270-8000,울산 남구 수암로 148 홈플러스 울산남구점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0034&ind=HOMEPLUS
메가마트신선도원몰,052-219-6000,울산 북구 진장17길 10,매일10:00-23:00,http://home.megamart.com/store/2705
세이브존 울산점,052-261-9000,울산 남구 번영로250번길 9 세이브존(울산점),매일10:00-22:00,http://us.savezone.co.kr/BrandCH/Branch/Main.asp
홈플러스 울산동구점,052-230-8000,울산 동구 방어진순환도로 637 홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0084&ind=HOMEPLUS
홈플러스 울산북구점,052-293-2080,울산 북구 신답로 26 홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0165&ind=HOMEPLUS
