Name,Call,Address,Operation,Naver_link,rank,star_score,Visitors,Blog,Category
헤이메르,052-254-7720,울산 울주군 상북면 자수정로 320 작천정별빛야영장 관리사무소,,http://camping.ulju.ulsan.kr/,0.2954317355943935,4,798,989,카페
테이블세터,052-901-9000,울산 남구 삼산로 200,,http://www.shillastay.com/ulsan,0.07646651669839073,4,235,280,"카페,디저트"
카페 수피아,052-922-4000,울산 남구 남중로 65,,http://www.stazhotelulsan.com,0.14997404395224087,4,436,297,"카페,디저트"
어글리스토브 울산더테라스가든점,010-4841-9822,울산 울주군 상북면 배내로 1064-4,매일00:00-24:00,http://cafe.naver.com/deulsalicamping,0.12676933725558054,4,504,358,브런치
인얼스커피 울산동구점,052-228-2500,울산 남구 삼산로 74,매일10:00-23:00,http://company.lottemart.com/ulsan.mart,0.2783007440733691,4,282,235,"카페,디저트"
빈티큐,1899-9900,울산 북구 진장유통로 78-12,매일10:00-22:00,https://www.costco.co.kr/store-finder,0.2783007440733691,4,31,506,카페
앙뚜케이크,052-290-8000,울산 중구 번영로 475 홈플러스울산점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0023&ind=HOMEPLUS,0.08363038587991001,4,21,206,베이커리
롯데시네마 울산,052-220-1234,울산 남구 남중로 48 울산점E-MART 울산 E-MART,일요일10:00-23:00,http://emart.com,0.9691616766467066,4,633,270,영화관
INGG CINEPARK,052-240-2500,울산 북구 진장유통로 64,매일10:00-23:00,http://company.lottemart.com/jinjang.mart,0.018562874251497007,0,633,270,영화관
태화강국가정원,052-270-8000,울산 남구 수암로 148 홈플러스 울산남구점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0034&ind=HOMEPLUS,0.012275449101796407,4,87,2764,"도시,테마공원"
선암호수공원,052-219-6000,울산 북구 진장17길 10,매일10:00-23:00,http://home.megamart.com/store/2705,0.7053824362606232,4,39,834,"자연,생태공원"
대왕암공원,052-261-9000,울산 남구 번영로250번길 9 세이브존(울산점),매일10:00-22:00,http://us.savezone.co.kr/BrandCH/Branch/Main.asp,0.04746132054913925,4,375,3023,"도시,테마공원"
울산대공원,052-230-8000,울산 동구 방어진순환도로 637 홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0084&ind=HOMEPLUS,0.03246894748311179,4,422,1348,"도시,테마공원"
학성공원,052-293-2080,울산 북구 신답로 26 홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0165&ind=HOMEPLUS,0.10472869906297669,5,4,162,"도시,테마공원"
울산애견공원,061-333-9638,광주 남구 승촌보길 90,,https://camp.xticket.kr/web/main?shopEncode=a1535c44b7b5b3ab38fd902f0c58f8600f1a57e45999ac4b1a7b8c321f1d2df5,0.09021573327522336,4,5,110,반려견놀이터
태화강국가정원십리대숲,010-8340-7069,광주 서구 상무자유로 29-1,매일09:00-19:00,http://www.062glamping.com,0.028590106777075616,4,20,1132,부속시설
송정박상진호수공원,062-971-6467,광주 북구 추암로 190,,http://greencity.gwangju.go.kr/,0.1035519721072129,0,2,209,근린공원
태화강국가정원은하수정원,062-234-8000,광주 동구 금남로 226-11,매일00:00-24:00,http://acchotel.kr/,0.03922423185879277,0,1,275,부속시설
공룡발자국공원,062-607-8088,광주 북구 우치로 677,매일00:00-24:00,http://familyland.dainkorea.co.kr/index_camping.html,0.00893440836783613,4,4,193,테마공원
포니랜드,062-445-7700,광주 광산구 임방울대로826번길 19-7,매일00:00-24:00,https://blog.naver.com/ns-hotel,0.00893440836783613,4,75,107,승마장
울주해양레포츠센터,062-972-3111,광주 광산구 임방울대로825번길 57-1,매일00:00-24:00,,0.0008716495968620615,4,55,126,"수상,해양레저"
라온클라이밍짐,062-360-0123,광주 서구 죽봉대로 61 광주 이마트,일요일10:00-23:00,http://emart.com,0.0019612115929396384,0,1,19,암벽등반
요트탈래,062-975-2500,광주 광산구 장신로 98,매일10:00-23:00,http://company.lottemart.com/suwan.mart,0.009588145565482676,4,1028,195,요트
휘폴수영장,062-610-2500,광주 서구 금화로 240 월드컵경기장,매일10:00-23:00,http://company.lottemart.com/worldcup.mart,1.8,4,9,14,수영장
울산바다낚시터,062-962-2500,광주 광산구 첨단강변로99번길 22,매일10:00-23:00,http://company.lottemart.com/cheomdan.mart,1.8,0,2,2,낚시터
신신낚시 무거점,062-530-8000,광주 동구 무등로 314,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0078&ind=HOMEPLUS,1.8,4,3,2,낚시
송정바다낚시터,062-602-2500,광주 서구 시청로 40,평일10:00-23:00,http://company.lottemart.com/sangmu.mart,1.8,0,2,7,낚시터
해적 바다실내낚시터,062-250-8000,광주 북구 동문대로 200 삼성홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0030&ind=HOMEPLUS,1.8,0,1,43,낚시터
서프홀릭 울산점,062-949-1234,광주 광산구 사암로 172 광산 이마트,일요일10:00-23:00,http://emart.com,1.8,4,102,97,"서핑,윈드서핑"
호텔현대 바이 라한 울산,062-611-1234,광주 남구 봉선로 198,일요일10:00-23:00,http://emart.com,1.8,4,150,382,호텔
롯데호텔 울산,062-616-8000,광주 광산구 용아로 390,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0077&ind=HOMEPLUS,1.8,4,67,539,호텔
샌디아온천,1588-8069,대전 중구 대종로480번길 15,평일08:00-22:00,https://www.sungsimdang.co.kr/,1.8,4,154,64,펜션
충주호캠핑월드,042-274-0016,대전 동구 산내로 321-35 옛터민속박물관,매일11:30-22:00,http://www.yetermuseum.com/,1.1783251231527094,4,312,421,"캠핑,야영장"
롯데시티호텔 울산,062-365-2695,광주 서구 화운로322번길 13,,,0.474384236453202,4,109,373,호텔
작천정별빛야영장,042-627-9972,대전 동구 옛신탄진로 13,매일11:00-21:00,,1.8,4,40,335,"캠핑,야영장"
신라스테이 울산,1588-8069,대전 중구 대종로 480,평일08:00-21:30,http://www.sungsimdang.co.kr/,0.5730337078651686,4,148,450,호텔
스타즈호텔 울산,062-376-9900,광주 서구 군분2로 11,,,1.2269662921348314,4,125,196,호텔
들살이오토캠핑장,042-525-5820,대전 유성구 온천동로65번길 50,매일00:00-24:00,,1.8,4,14,91,"캠핑,야영장"
롯데마트 울산점,042-485-0950,대전 서구 둔산로31번길 31 방림빌딩 2층,평일11:30-21:30,http://www.italyguksi.com,1.8,4,8265,273,"슈퍼,마트"
코스트코코리아 울산점,042-226-0914,대전 중구 중교로 45-5,매일11:00-22:00,,1.8,4,11391,1142,"슈퍼,마트"
홈플러스 울산점,042-472-0997,대전 서구 대덕대로 243 광신빌딩 2층,매일11:30-21:00,http://www.ivips.co.kr/,1.8,4,8537,611,"슈퍼,마트"
이마트 울산점,1588-8069,대전 중구 대종로480번길 15,평일08:00-22:00,https://www.sungsimdang.co.kr/,1.8,4,7244,300,"슈퍼,마트"
롯데마트 진장점,1588-8069,대전 중구 대종로 480,평일08:00-21:30,http://www.sungsimdang.co.kr/,1.6,4,4924,360,"슈퍼,마트"
홈플러스 울산남구점,062-376-9900,광주 서구 군분2로 11,,,1.8,4,7818,208,"슈퍼,마트"
메가마트신선도원몰,042-823-3712,대전 유성구 한밭대로371번길 25-3,매일11:00-22:00,http://coffeeinterview.com,1.4521008403361346,4,4293,434,"슈퍼,마트"
세이브존 울산점,1588-8069,대전 동구 중앙로 215 대전역,매일06:30-23:00,http://www.sungsimdang.co.kr/,0.19327731092436976,4,3025,495,"슈퍼,마트"
홈플러스 울산동구점,042-673-9286,대전 동구 충정로 53 남간정사,매일05:00-21:00,,1.8,4,6233,143,"슈퍼,마트"
홈플러스 울산북구점,042-608-5573,대전 대덕구 대청로 607,,,1.8,4,3513,102,"슈퍼,마트"
