Name,Call,Address,Operation,Naver_link,rank,star_score,Visitors,Blog,Category,city
피오니,02-333-5325,서울 마포구 어울마당로 56,매일12:30-22:30,http://www.menupan.com/restaurant/onepage.asp?acode=D102947,1.80,4,766,2134,카페,서울
들살이오토캠핑장,042-525-5820,대전 유성구 온천동로65번길 50,매일00:00-24:00,NaN,1.80,4,14,91,숙소,대전
롯데마트 울산점,042-485-0950,대전 서구 둔산로31번길 31 방림빌딩 2층,평일11:30-21:30,http://www.italyguksi.com,1.80,4,8265,273,마트,대전
코스트코코리아 울산점,042-226-0914,대전 중구 중교로 45-5,매일11:00-22:00,NaN,1.80,4,11391,1142,마트,대전
홈플러스 울산점,042-472-0997,대전 서구 대덕대로 243 광신빌딩 2층,매일11:30-21:00,http://www.ivips.co.kr/,1.80,4,8537,611,마트,대전
이마트 울산점,1588-8069,대전 중구 대종로480번길 15,평일08:00-22:00,https://www.sungsimdang.co.kr/,1.80,4,7244,300,마트,대전
홈플러스 울산남구점,062-376-9900,광주 서구 군분2로 11,NaN,NaN,1.80,4,7818,208,마트,광주
바토스 이태원점,02-797-8226,서울 용산구 이태원로15길 1 2층,매일11:30-22:00,http://vatoskorea.com,1.80,4,435,2748,식당,서울
명동교자 본점,02-776-5348,서울 중구 명동10길 29,평일10:30-20:30,http://www.mdkj.co.kr/,1.80,4,3714,6124,식당,서울
샌디아온천,1588-8069,대전 중구 대종로480번길 15,평일08:00-22:00,https://www.sungsimdang.co.kr/,1.80,4,154,64,숙소,대전
롯데호텔 울산,062-616-8000,광주 광산구 용아로 390,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0077&ind=HOMEPLUS,1.80,4,67,539,숙소,광주
호텔현대 바이 라한 울산,062-611-1234,광주 남구 봉선로 198,일요일10:00-23:00,http://emart.com,1.80,4,150,382,숙소,광주
서프홀릭 울산점,062-949-1234,광주 광산구 사암로 172 광산 이마트,일요일10:00-23:00,http://emart.com,1.80,4,102,97,액티비티,광주
롯데마트 서대전점,052-239-4700,울산 울주군 서생면 해맞이로 1560 해양레포츠센터,NaN,http://울주해양레포츠센터.kr/,1.80,4,2958,118,마트,울산
이마트 트레이더스 월평점,010-8263-9588,울산 울주군 언양읍 대암1길 153-29,월요일00:00-00:00,http://www.언양자연체험장.kr/,1.80,4,11627,540,마트,울산
대전라마다호텔,010-4991-6782,울산 울주군 삼남면 장제1길 13-11,매일11:00-21:30,http://instagram.com/cafe_soopia,1.80,4,155,164,숙소,울산
대청호 로하스 캠핑장,010-3669-4443,울산 울주군 서생면 신리길 102,토요일11:00-20:00,http://www.instagram.com/tablesetter_thesun,1.80,4,103,223,숙소,울산
대전패러글라이딩 휘파람새스쿨,052-257-2827,울산 남구 신정로78번길 10,매일12:00-23:30,http://handmadepizza.co.kr,1.80,0,22,19,액티비티,울산
레이저태그스포츠,052-282-8866,울산 북구 정자1길 111,평일10:00-01:00,https://www.instagram.com/badabaraki,1.80,4,22,19,액티비티,울산
진로집,042-820-0100,대전 유성구 온천로 9 유성호텔,평일00:00-24:00,http://www.yousunghotel.com/,1.80,4,237,738,식당,대전
홈플러스 광주하남점,042-825-5014,대전 유성구 대학로76번안길 62,NaN,http://cafe.daum.net/leadclimbing,1.80,4,4332,102,마트,대전
탑클라우드호텔 광주점,042-823-3712,대전 유성구 한밭대로371번길 25-3,매일11:00-22:00,http://coffeeinterview.com,1.80,3,15,55,숙소,대전
홈플러스 울산동구점,042-673-9286,대전 동구 충정로 53 남간정사,매일05:00-21:00,NaN,1.80,4,6233,143,마트,대전
휘폴수영장,062-610-2500,광주 서구 금화로 240 월드컵경기장,매일10:00-23:00,http://company.lottemart.com/worldcup.mart,1.80,4,9,14,액티비티,광주
울산바다낚시터,062-962-2500,광주 광산구 첨단강변로99번길 22,매일10:00-23:00,http://company.lottemart.com/cheomdan.mart,1.80,0,2,2,액티비티,광주
신신낚시 무거점,062-530-8000,광주 동구 무등로 314,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0078&ind=HOMEPLUS,1.80,4,3,2,액티비티,광주
송정바다낚시터,062-602-2500,광주 서구 시청로 40,평일10:00-23:00,http://company.lottemart.com/sangmu.mart,1.80,0,2,7,액티비티,광주
해적 바다실내낚시터,062-250-8000,광주 북구 동문대로 200 삼성홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0030&ind=HOMEPLUS,1.80,0,1,43,액티비티,광주
반올림피자샵 울산중구점,052-251-2233,울산 동구 방어진순환도로 875 호텔현대 바이 라한 울산,매일00:00-24:00,https://www.lahanhotels.com/ulsan/index.do,1.80,4,39,9,식당,울산
홈플러스 울산북구점,042-608-5573,대전 대덕구 대청로 607,NaN,NaN,1.80,4,3513,102,마트,대전
